,song_index,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,genre,song_name,Unnamed: 0,title
35954,35954,0.461,0.821,5,-3.236,0,0.163,0.0396,0.0,0.138,0.388,147.775,audio_features,6eljJZdjM3zq24WDvsyZI9,spotify:track:6eljJZdjM3zq24WDvsyZI9,https://api.spotify.com/v1/tracks/6eljJZdjM3zq24WDvsyZI9,https://api.spotify.com/v1/audio-analysis/6eljJZdjM3zq24WDvsyZI9,180800,4,trap,,14549.0,Heavy Dubstep
37675,37675,0.5710000000000001,0.8009999999999999,11,-2.994,0,0.0319,0.00869,0.000371,0.0819,0.258,173.83599999999996,audio_features,4kDgiut08GQR88lqN3xPdi,spotify:track:4kDgiut08GQR88lqN3xPdi,https://api.spotify.com/v1/tracks/4kDgiut08GQR88lqN3xPdi,https://api.spotify.com/v1/audio-analysis/4kDgiut08GQR88lqN3xPdi,251789,4,dnb,,16284.0,UKF Drum & Bass - All Uploads
38233,38233,0.421,0.917,0,-3.185,0,0.0657,0.00464,0.496,0.0911,0.0581,172.99200000000005,audio_features,2N2TS8y7CZoCEO01TgJqFD,spotify:track:2N2TS8y7CZoCEO01TgJqFD,https://api.spotify.com/v1/tracks/2N2TS8y7CZoCEO01TgJqFD,https://api.spotify.com/v1/audio-analysis/2N2TS8y7CZoCEO01TgJqFD,322326,4,dnb,,16849.0,Drum and Bass - 2015 to 2020
36866,36866,0.6920000000000001,0.939,5,0.672,0,0.289,0.0213,0.0122,0.116,0.151,174.03,audio_features,0GdaLkjtd1HRZHRGP92VwA,spotify:track:0GdaLkjtd1HRZHRGP92VwA,https://api.spotify.com/v1/tracks/0GdaLkjtd1HRZHRGP92VwA,https://api.spotify.com/v1/audio-analysis/0GdaLkjtd1HRZHRGP92VwA,333793,4,dnb,,15465.0,Drum and Bass 2020 (Drum & Bass Music - DNB Hits)
36546,36546,0.513,0.84,10,-2.311,0,0.0617,0.052,0.0,0.152,0.307,176.2,audio_features,0Td5So3HiS88npERRH3QjB,spotify:track:0Td5So3HiS88npERRH3QjB,https://api.spotify.com/v1/tracks/0Td5So3HiS88npERRH3QjB,https://api.spotify.com/v1/audio-analysis/0Td5So3HiS88npERRH3QjB,289773,4,dnb,,15143.0,UKF Drum & Bass - All Uploads
37565,37565,0.493,0.792,4,-5.119,0,0.039,0.00686,0.843,0.136,0.15,173.972,audio_features,366P9vl9FbfTzvBZ5ja5Ck,spotify:track:366P9vl9FbfTzvBZ5ja5Ck,https://api.spotify.com/v1/tracks/366P9vl9FbfTzvBZ5ja5Ck,https://api.spotify.com/v1/audio-analysis/366P9vl9FbfTzvBZ5ja5Ck,315233,4,dnb,,16173.0,Liqduicity Drum & Bass
37757,37757,0.258,0.762,3,-4.143,0,0.0386,0.00122,0.845,0.116,0.114,174.011,audio_features,4o6wv3ly0HQDE98eMpf1Qe,spotify:track:4o6wv3ly0HQDE98eMpf1Qe,https://api.spotify.com/v1/tracks/4o6wv3ly0HQDE98eMpf1Qe,https://api.spotify.com/v1/audio-analysis/4o6wv3ly0HQDE98eMpf1Qe,337290,4,dnb,,16367.0,Liqduicity Drum & Bass
39034,39034,0.426,0.969,10,-2.7230000000000003,0,0.044,0.000103,0.5,0.316,0.418,174.002,audio_features,1NIAOip4JGj8I1iGIdXA0G,spotify:track:1NIAOip4JGj8I1iGIdXA0G,https://api.spotify.com/v1/tracks/1NIAOip4JGj8I1iGIdXA0G,https://api.spotify.com/v1/audio-analysis/1NIAOip4JGj8I1iGIdXA0G,305693,4,dnb,,17660.0,Liqduicity Drum & Bass
37801,37801,0.414,0.925,5,-2.282,1,0.0363,0.000158,0.145,0.132,0.205,174.023,audio_features,3DEOsCKFcseZtobrpOH2J7,spotify:track:3DEOsCKFcseZtobrpOH2J7,https://api.spotify.com/v1/tracks/3DEOsCKFcseZtobrpOH2J7,https://api.spotify.com/v1/audio-analysis/3DEOsCKFcseZtobrpOH2J7,270340,4,dnb,,16411.0,Stepping Out
37660,37660,0.54,0.8740000000000001,1,-4.857,0,0.0574,0.014,0.904,0.0879,0.125,174.032,audio_features,5TzjBB9gVnA5HRX4rxJdbq,spotify:track:5TzjBB9gVnA5HRX4rxJdbq,https://api.spotify.com/v1/tracks/5TzjBB9gVnA5HRX4rxJdbq,https://api.spotify.com/v1/audio-analysis/5TzjBB9gVnA5HRX4rxJdbq,357637,4,dnb,,16269.0,Liquid Drum & Bass
38878,38878,0.439,0.8420000000000001,8,-6.754,0,0.0598,0.0034,0.000112,0.142,0.182,173.888,audio_features,6rNwJoebo5TU64YBMnhN05,spotify:track:6rNwJoebo5TU64YBMnhN05,https://api.spotify.com/v1/tracks/6rNwJoebo5TU64YBMnhN05,https://api.spotify.com/v1/audio-analysis/6rNwJoebo5TU64YBMnhN05,246552,4,dnb,,17502.0,UKF Drum & Bass - All Uploads
40945,40945,0.409,0.894,5,-4.847,0,0.118,0.00195,0.000287,0.342,0.441,149.782,audio_features,16UpzSsIeozPXgWcW2fG31,spotify:track:16UpzSsIeozPXgWcW2fG31,https://api.spotify.com/v1/tracks/16UpzSsIeozPXgWcW2fG31,https://api.spotify.com/v1/audio-analysis/16UpzSsIeozPXgWcW2fG31,218445,4,hardstyle,,19607.0,Best of Hardstyle 2020
41394,41394,0.5529999999999999,0.956,7,-3.321,0,0.0496,0.00202,0.0186,0.275,0.826,149.977,audio_features,7EI0PS5RXjsZVRakn4dtsf,spotify:track:7EI0PS5RXjsZVRakn4dtsf,https://api.spotify.com/v1/tracks/7EI0PS5RXjsZVRakn4dtsf,https://api.spotify.com/v1/audio-analysis/7EI0PS5RXjsZVRakn4dtsf,209744,4,hardstyle,,20066.0,Ready2GetMaggot?
39825,39825,0.5589999999999999,0.924,7,-4.061,0,0.035,0.214,0.156,0.304,0.39,149.994,audio_features,6uI17IlHzlDIxeK1A3gYJI,spotify:track:6uI17IlHzlDIxeK1A3gYJI,https://api.spotify.com/v1/tracks/6uI17IlHzlDIxeK1A3gYJI,https://api.spotify.com/v1/audio-analysis/6uI17IlHzlDIxeK1A3gYJI,210400,4,hardstyle,,18468.0,Melodic Hardstyle 2020
39965,39965,0.5870000000000001,0.992,10,-2.502,0,0.0983,0.0211,0.802,0.0782,0.0649,149.984,audio_features,1LO4eZZETa0MxB4MmzWC58,spotify:track:1LO4eZZETa0MxB4MmzWC58,https://api.spotify.com/v1/tracks/1LO4eZZETa0MxB4MmzWC58,https://api.spotify.com/v1/audio-analysis/1LO4eZZETa0MxB4MmzWC58,334487,4,hardstyle,,18609.0,Euphoric Hardstyle
41930,41930,0.506,0.98,7,-4.984,0,0.0429,0.00112,0.8340000000000001,0.703,0.477,149.97899999999996,audio_features,5HF6ffgwBOmpxVKucMjTPI,spotify:track:5HF6ffgwBOmpxVKucMjTPI,https://api.spotify.com/v1/tracks/5HF6ffgwBOmpxVKucMjTPI,https://api.spotify.com/v1/audio-analysis/5HF6ffgwBOmpxVKucMjTPI,156000,4,hardstyle,,20615.0,Euphoric Hardstyle
41506,41506,0.416,0.988,1,-4.045,0,0.0659,0.00465,0.104,0.436,0.335,150.039,audio_features,1idlqM4tunfXeGb4BCBV70,spotify:track:1idlqM4tunfXeGb4BCBV70,https://api.spotify.com/v1/tracks/1idlqM4tunfXeGb4BCBV70,https://api.spotify.com/v1/audio-analysis/1idlqM4tunfXeGb4BCBV70,244804,4,hardstyle,,20182.0,Euphoric Hardstyle - 2020
40289,40289,0.578,0.948,1,-3.3560000000000003,0,0.0449,0.00255,0.0772,0.373,0.35,149.977,audio_features,2X9v6Z7XKh3QVSuQsIE01f,spotify:track:2X9v6Z7XKh3QVSuQsIE01f,https://api.spotify.com/v1/tracks/2X9v6Z7XKh3QVSuQsIE01f,https://api.spotify.com/v1/audio-analysis/2X9v6Z7XKh3QVSuQsIE01f,287800,4,hardstyle,,18941.0,Best Hardstyle ever made
42298,42298,0.502,0.991,5,-4.333,0,0.24,0.00554,0.000198,0.47,0.0797,150.029,audio_features,4PMqy2vJjmv6ydGVqtCqPW,spotify:track:4PMqy2vJjmv6ydGVqtCqPW,https://api.spotify.com/v1/tracks/4PMqy2vJjmv6ydGVqtCqPW,https://api.spotify.com/v1/audio-analysis/4PMqy2vJjmv6ydGVqtCqPW,200000,4,hardstyle,,20993.0,Euphoric Hardstyle
41099,41099,0.396,0.872,1,-4.32,1,0.047,0.21,0.0,0.134,0.124,150.15,audio_features,09RwvYlsuFJQS7wixKVx0M,spotify:track:09RwvYlsuFJQS7wixKVx0M,https://api.spotify.com/v1/tracks/09RwvYlsuFJQS7wixKVx0M,https://api.spotify.com/v1/audio-analysis/09RwvYlsuFJQS7wixKVx0M,193727,3,hardstyle,,19763.0,Euphoric Hardstyle
40514,40514,0.182,0.92,9,-7.178999999999999,0,0.0677,0.000583,0.0788,0.319,0.147,150.128,audio_features,6chwtKrWFYaE28iu7nHtHb,spotify:track:6chwtKrWFYaE28iu7nHtHb,https://api.spotify.com/v1/tracks/6chwtKrWFYaE28iu7nHtHb,https://api.spotify.com/v1/audio-analysis/6chwtKrWFYaE28iu7nHtHb,171692,4,hardstyle,,19171.0,Best of Hardstyle 2020
